Object ID,Launch Date,Mass (kg),Dimensions (m),Orbital Altitude (km),Orbital Inclination (degrees),Orbital Eccentricity,Velocity (km/s),Material Type,Collision Probability,Decay Date,Operational Status,Risk Factor,Region of Orbit
D4416,2006-03-04,5443.63,4.5x5.0x0.2,24173.48,80.59,0.0268,6.66,Composite,0.0604,2013-04-20,Fragmented,Low,MEO
D4417,1966-09-20,2595.54,0.7x3.3x0.1,21788.19,11.38,0.0812,2.27,Titanium,0.0069,,Fragmented,Medium,MEO
D4418,1970-11-03,9663.05,4.2x4.1x3.6,34176.86,70.34,0.0405,6.82,Polymer,0.0552,1994-03-23,Fragmented,Low,MEO
D4419,2017-11-26,146.09,4.2x2.1x4.2,28672.25,146.35,0.0296,5.59,Titanium,0.0957,,Fragmented,High,MEO
D4420,2004-04-06,2504.51,4.8x1.3x4.6,9027.66,175.14,0.0958,3.84,Steel,0.0444,2045-11-19,Active,Low,MEO
D4421,1964-01-05,9655.47,1.0x2.9x4.9,27182.15,37.99,0.0247,5.1,Aluminum,0.0723,1968-10-26,Fragmented,Medium,MEO
D4422,2017-10-22,4659.38,1.5x1.1x4.7,21406.82,65.22,0.0542,7.09,Polymer,0.0874,2004-08-08,Inactive,Medium,MEO
D4423,1977-06-05,5982.89,0.9x0.7x3.4,28926.6,33.22,0.0037,7.26,Aluminum,0.0882,2018-05-12,Inactive,Low,MEO
D4424,1994-01-14,3212.46,3.9x3.3x4.6,15923.95,178.43,0.0921,6.49,Composite,0.058,1977-01-13,Inactive,Low,MEO
D4425,1975-02-12,1937.65,4.2x1.2x4.3,39870.94,49.83,0.0687,5.99,Polymer,0.0274,2044-05-03,Inactive,High,GEO
D4426,1964-05-10,3921.08,4.9x0.7x0.3,17027.66,64.87,0.0761,6.12,Steel,0.086,1980-02-02,Inactive,Medium,MEO
D4427,1993-08-05,9224.17,0.8x4.7x1.5,28785.82,72.73,0.0261,6.88,Titanium,0.0032,1966-12-17,Inactive,High,MEO
D4428,2023-05-18,781.26,3.1x2.7x2.7,31892.71,107.07,0.0585,5.93,Titanium,0.0538,2044-11-16,Fragmented,Low,MEO
D4429,1974-03-17,329.36,3.5x3.4x0.9,2191.86,174.71,0.0163,7.48,Composite,0.0777,2021-03-19,Inactive,High,MEO
D4430,2003-06-21,977.5,3.9x1.2x2.9,10308.43,87.32,0.0196,3.19,Polymer,0.0827,2032-06-30,Active,High,MEO
D4431,2024-12-26,3674.81,3.1x0.6x1.1,25675.77,142.58,0.0456,7.7,Titanium,0.087,2011-07-29,Fragmented,High,MEO
D4432,2003-05-26,8236.45,0.5x2.3x2.0,33443.05,155.21,0.0983,5.08,Titanium,0.0583,1998-05-19,Inactive,Medium,MEO
D4433,1969-03-04,28.15,2.7x4.9x2.8,7788.41,176.4,0.0661,5.65,Titanium,0.0368,1998-01-28,Fragmented,High,MEO
D4434,2004-05-15,9465.13,4.9x4.9x2.6,8596.18,73.69,0.0041,5.29,Titanium,0.049,2039-02-09,Active,High,MEO
D4435,2020-08-17,4747.42,2.3x0.5x0.8,12193.21,59.05,0.0572,7.57,Steel,0.0033,1983-12-30,Active,High,MEO
D4436,2016-01-03,5469.65,2.8x1.0x1.4,27279.7,152.35,0.006,2.4,Steel,0.0789,1980-01-29,Fragmented,High,MEO
D4437,2005-01-29,8561.78,0.2x0.8x2.1,11445.55,46.61,0.0579,4.58,Polymer,0.0592,2027-09-08,Fragmented,Low,MEO
D4438,1968-11-17,1213.62,1.0x3.3x4.0,33826.12,24.16,0.049,3.41,Aluminum,0.0572,2035-09-27,Active,High,MEO
D4439,1991-01-30,7412.49,2.7x2.4x3.2,22922.76,70.56,0.0342,4.73,Aluminum,0.0727,2015-09-02,Inactive,Low,MEO
D4440,1968-11-10,2390.75,4.5x4.3x2.0,22839.8,101.58,0.0943,6.38,Titanium,0.0772,2050-05-22,Active,High,MEO
D4441,1959-09-26,6046.88,0.7x2.3x1.8,21745.13,117.54,0.0993,4.72,Steel,0.004,1965-05-05,Inactive,Low,MEO
D4442,1969-05-22,1962.82,2.3x1.1x1.6,12287.69,90.56,0.0404,3.98,Steel,0.0644,2028-07-26,Inactive,Low,MEO
D4443,2007-04-05,6410.69,1.6x1.7x0.3,28067.12,74.89,0.0229,2.25,Titanium,0.0244,1986-08-14,Active,High,MEO
D4444,2007-04-26,5824.36,4.1x3.1x1.6,14927.1,122.71,0.0363,4.05,Polymer,0.0739,1980-10-14,Inactive,High,MEO
D4445,1999-08-15,2854.17,2.6x3.1x4.9,3392.32,162.37,0.0082,5.18,Composite,0.0293,1983-06-12,Fragmented,Medium,MEO
D4446,1981-01-09,9667.62,0.9x4.5x1.4,20988.88,172.84,0.0601,3.1,Composite,0.0904,1961-07-14,Active,High,MEO
D4447,1980-08-29,9443.28,3.1x3.7x4.2,8633.53,154.42,0.083,3.33,Polymer,0.0732,,Inactive,Medium,MEO
D4448,1981-03-17,589.39,0.5x5.0x4.3,27723.17,5.68,0.073,3.06,Aluminum,0.0572,,Fragmented,Low,MEO
D4449,2001-12-06,5501.49,2.3x0.5x3.6,29044.73,169.39,0.0205,3.2,Aluminum,0.0775,,Inactive,High,MEO
D4450,1972-06-28,1109.46,3.0x0.7x1.6,25579.63,60.12,0.022,6.39,Aluminum,0.0732,1970-12-01,Fragmented,Low,MEO
D4451,1987-04-21,3864.72,1.8x2.2x4.3,15389.45,72.2,0.0165,3.1,Composite,0.0749,2016-07-08,Active,Low,MEO
D4452,2013-01-26,1661.59,0.9x3.5x1.9,3125.72,143.06,0.0637,4.63,Aluminum,0.0449,2011-02-06,Inactive,Low,MEO
D4453,2015-02-25,127.69,2.6x5.0x0.4,7579.21,97.65,0.0219,2.02,Polymer,0.0074,2029-01-30,Active,Medium,MEO
D4454,1985-05-23,8428.55,0.4x4.6x3.9,26780.65,25.3,0.0996,4.86,Steel,0.0265,,Active,Low,MEO
D4455,2019-11-07,4912.62,2.2x4.8x0.3,7786.88,72.14,0.0492,5.11,Titanium,0.0818,1999-04-24,Fragmented,Medium,MEO
D4456,2009-06-02,2164.48,3.7x1.7x1.5,15291.1,177.99,0.064,2.75,Titanium,0.0834,2027-10-26,Fragmented,Low,MEO
D4457,2004-09-26,8481.5,1.8x2.2x3.6,5594.78,44.57,0.0185,7.99,Polymer,0.0884,2037-07-10,Inactive,Medium,MEO
D4458,1974-08-03,6979.96,1.2x5.0x1.7,10045.59,157.61,0.0545,7.82,Steel,0.0577,1989-01-23,Fragmented,Low,MEO
D4459,1968-05-22,4160.22,3.2x0.8x4.2,27211.7,176.6,0.024,2.68,Composite,0.0712,,Fragmented,Low,MEO
D4460,1972-05-30,6002.75,4.7x1.4x1.3,37145.1,113.58,0.0616,7.68,Polymer,0.0753,1989-11-18,Active,Medium,GEO
D4461,1998-07-27,6407.26,1.6x3.2x2.7,8820.61,84.59,0.0034,4.12,Aluminum,0.0096,2052-04-12,Fragmented,Low,MEO
D4462,2023-02-05,5903.66,4.6x4.8x3.0,20328.53,82.75,0.0002,2.77,Steel,0.0877,,Active,High,MEO
D4463,1994-07-11,875.01,3.6x3.1x3.8,36966.11,92.56,0.0611,4.97,Composite,0.0785,,Inactive,Medium,GEO
D4464,1990-08-16,6312.82,1.9x3.6x1.8,18710.09,156.52,0.0597,5.53,Composite,0.0226,1994-05-01,Active,High,MEO
D4465,2007-03-22,9099.91,0.6x4.9x0.2,19329.19,126.72,0.082,7.21,Titanium,0.0013,2038-03-07,Fragmented,High,MEO
D4466,1992-10-10,6338.65,1.2x2.2x1.3,15612.9,159.26,0.032,5.41,Polymer,0.0251,,Inactive,High,MEO
D4467,1996-08-07,3719.23,1.8x0.6x0.4,17741.33,126.75,0.093,7.0,Polymer,0.071,2051-08-18,Fragmented,High,MEO
D4468,1970-07-09,9956.25,0.9x1.5x0.2,18041.9,175.81,0.0034,3.99,Steel,0.0791,,Active,Low,MEO
D4469,1980-10-11,2038.11,2.3x2.9x4.5,8635.24,81.03,0.0023,4.54,Steel,0.0184,2040-12-04,Active,Medium,MEO
D4470,1993-03-16,2531.67,1.6x3.1x0.5,3776.64,20.39,0.0737,4.27,Steel,0.0896,2015-04-17,Active,Medium,MEO
D4471,1990-08-07,4862.29,4.1x2.4x2.5,24868.21,87.84,0.0321,3.75,Polymer,0.034,,Fragmented,High,MEO
D4472,2019-02-13,6077.46,3.4x4.0x4.8,34033.11,84.81,0.0951,7.24,Composite,0.068,1959-01-04,Inactive,Medium,MEO
D4473,2007-07-31,8031.58,4.4x4.8x3.4,17603.92,134.6,0.0759,4.44,Aluminum,0.0507,,Inactive,Low,MEO
D4474,2002-09-03,6016.05,2.1x2.1x2.7,29039.48,30.13,0.0085,6.72,Steel,0.0786,2049-12-01,Active,High,MEO
D4475,2017-09-13,4070.35,3.4x1.5x1.8,15270.83,104.36,0.0196,7.68,Aluminum,0.0583,2031-09-01,Inactive,Low,MEO
D4476,1976-03-06,132.31,4.9x4.8x2.9,18817.3,144.99,0.0924,6.41,Polymer,0.0804,,Inactive,High,MEO
D4477,2007-03-18,1983.45,4.2x4.9x1.9,18618.36,163.44,0.0649,3.11,Titanium,0.0988,,Fragmented,High,MEO
D4478,1968-12-16,4402.15,1.9x4.6x2.9,2877.95,176.46,0.0276,6.86,Steel,0.0302,1962-01-19,Inactive,Low,MEO
D4479,1983-09-25,8262.92,2.0x4.7x1.7,17555.74,107.65,0.082,6.47,Composite,0.0506,2036-12-12,Active,Low,MEO
D4480,1967-08-18,4058.47,3.7x3.4x4.0,15975.8,158.21,0.0215,3.34,Composite,0.0091,1961-11-29,Active,High,MEO
D4481,1970-03-16,717.61,1.7x0.2x1.8,35686.97,30.63,0.0913,2.35,Steel,0.05,2040-09-19,Inactive,Medium,MEO
D4482,1968-06-04,2568.49,1.0x4.8x1.6,12843.47,29.85,0.0041,2.58,Polymer,0.0453,2013-05-28,Fragmented,Medium,MEO
D4483,1993-12-31,3711.62,2.5x2.5x5.0,5299.85,160.88,0.0069,4.76,Polymer,0.0021,,Inactive,High,MEO
D4484,1985-10-13,323.55,3.3x0.3x4.5,7794.91,155.22,0.0659,7.56,Steel,0.0966,2039-08-18,Active,Medium,MEO
D4485,2019-03-31,4715.11,4.4x3.0x1.9,11329.7,26.89,0.0672,6.93,Steel,0.0104,2038-09-10,Inactive,Medium,MEO
D4486,1976-10-06,5309.48,4.8x0.7x2.7,30740.93,20.05,0.0284,6.06,Polymer,0.0711,,Fragmented,High,MEO
D4487,2008-01-30,7305.96,3.4x0.6x2.5,20627.98,132.75,0.009,3.97,Polymer,0.0842,1982-03-26,Fragmented,High,MEO
D4488,1989-03-22,9494.74,2.0x4.6x4.7,39710.57,35.19,0.0305,6.67,Titanium,0.04,1976-03-04,Inactive,Medium,GEO
D4489,1995-01-25,3730.96,4.8x0.7x2.9,10192.05,141.52,0.0718,3.38,Polymer,0.0392,1971-11-01,Inactive,Medium,MEO
D4490,1989-11-01,6571.71,0.9x2.9x4.7,18085.55,13.86,0.049,4.83,Polymer,0.0195,,Fragmented,High,MEO
D4491,1979-08-13,9099.5,1.6x2.8x0.7,7179.26,123.27,0.0888,5.66,Aluminum,0.0291,2030-08-04,Fragmented,Low,MEO
D4492,1994-01-16,756.37,3.1x4.3x2.5,19788.37,50.34,0.0818,7.79,Polymer,0.0321,,Fragmented,High,MEO
D4493,1960-04-17,1974.83,4.8x0.4x0.1,29413.95,48.11,0.0559,3.65,Composite,0.0516,1994-05-21,Inactive,High,MEO
D4494,1959-02-16,2099.05,0.6x4.6x3.0,415.71,177.83,0.0398,3.49,Polymer,0.0525,,Fragmented,High,LEO
D4495,2013-09-18,5213.49,3.3x2.6x2.4,34606.82,66.11,0.0767,6.9,Composite,0.0362,2048-06-14,Active,Medium,MEO
D4496,1981-11-24,4000.27,4.8x1.3x4.3,2039.97,96.04,0.0238,5.01,Steel,0.0267,,Fragmented,High,MEO
D4497,1973-02-07,2801.68,3.4x3.1x3.1,16411.7,58.75,0.0715,2.36,Aluminum,0.074,2000-03-09,Fragmented,High,MEO
D4498,1991-12-11,9575.14,2.1x2.4x1.4,7202.26,111.91,0.091,3.16,Steel,0.0777,1973-10-01,Fragmented,High,MEO
D4499,1981-03-28,5757.84,3.8x1.7x3.7,5035.52,78.48,0.0631,3.35,Titanium,0.0882,2028-12-03,Active,High,MEO
D4500,1988-01-04,8945.34,4.7x4.8x1.1,32068.8,115.25,0.063,2.48,Titanium,0.0407,2034-09-26,Fragmented,Medium,MEO
D4501,1957-10-20,9805.13,2.9x1.7x1.1,21058.91,140.7,0.0452,2.3,Aluminum,0.0374,2013-05-13,Fragmented,Low,MEO
D4502,1995-01-09,790.24,4.7x2.6x4.1,17684.7,133.18,0.0073,6.03,Composite,0.0873,2017-02-04,Active,High,MEO
D4503,1981-02-11,6585.34,3.9x1.4x1.6,575.0,123.26,0.0037,7.83,Polymer,0.0773,2048-04-05,Fragmented,High,LEO
D4504,1997-07-10,2803.89,4.0x2.5x0.5,1527.28,86.16,0.0058,4.77,Composite,0.0397,1975-10-18,Active,High,LEO
D4505,2011-12-02,1290.74,0.4x2.2x1.2,16790.07,68.57,0.0089,7.52,Composite,0.0469,1982-09-24,Inactive,High,MEO
D4506,2003-04-17,5284.1,0.4x2.1x4.5,12413.66,39.29,0.0946,7.23,Titanium,0.0681,,Active,Medium,MEO
D4507,2005-10-22,7055.38,2.5x4.2x2.8,34473.04,71.61,0.0491,4.74,Polymer,0.0268,2026-06-07,Fragmented,Medium,MEO
D4508,1966-12-11,2890.35,0.9x1.5x1.9,7873.98,7.76,0.0238,7.95,Aluminum,0.0743,,Inactive,High,MEO
D4509,2022-01-16,2828.01,1.1x3.4x4.6,37857.27,0.25,0.0581,2.7,Polymer,0.0534,1966-08-13,Inactive,High,GEO
D4510,1963-01-21,1138.71,0.9x1.0x0.6,7932.18,85.8,0.0305,6.25,Steel,0.0557,1995-05-19,Active,Medium,MEO
D4511,2002-02-13,4299.43,2.0x1.8x1.7,33053.31,164.36,0.0313,5.42,Titanium,0.0782,,Inactive,High,MEO
D4512,1984-03-26,3553.32,4.7x3.2x2.2,31357.37,42.85,0.014,4.71,Composite,0.0958,,Active,Medium,MEO
D4513,2005-05-10,8436.26,3.7x0.6x3.0,36875.32,76.15,0.0576,6.99,Titanium,0.093,2000-02-05,Fragmented,Medium,GEO
D4514,1994-11-05,1407.35,4.1x0.2x4.6,24245.94,49.55,0.0847,5.3,Steel,0.0478,2019-06-24,Active,Medium,MEO
D4515,2017-12-16,9784.44,2.0x4.1x0.1,11041.6,13.48,0.0075,2.74,Aluminum,0.0946,2008-02-23,Active,High,MEO
D4516,1995-03-31,9776.71,1.3x2.1x4.2,18018.16,126.99,0.0752,6.3,Composite,0.0659,,Active,Low,MEO
D4517,1995-01-04,2269.2,2.1x4.9x3.4,7752.35,73.73,0.0758,5.72,Composite,0.0683,1965-08-15,Active,Medium,MEO
D4518,1959-12-11,4086.06,3.7x2.9x4.1,16724.71,159.56,0.009,3.73,Composite,0.0136,2015-10-06,Fragmented,Low,MEO
D4519,1985-11-13,5964.31,0.1x4.3x2.1,16452.37,96.7,0.0336,5.57,Steel,0.0585,1983-03-10,Inactive,High,MEO
D4520,1982-01-24,800.79,2.2x2.6x4.3,27295.57,142.98,0.0282,3.99,Composite,0.0212,2025-02-17,Active,Medium,MEO
D4521,2020-02-05,5821.69,1.6x1.4x2.1,26414.65,60.79,0.0594,3.19,Composite,0.0096,2002-11-27,Active,High,MEO
D4522,1982-04-18,643.63,2.6x1.2x0.1,12532.02,174.42,0.0048,5.51,Steel,0.0801,1958-06-10,Fragmented,High,MEO
D4523,1965-10-20,6655.87,4.9x0.3x1.4,12694.68,136.21,0.041,7.48,Steel,0.0252,2009-02-05,Fragmented,Medium,MEO
D4524,1984-04-26,8673.09,3.7x0.7x0.6,30047.3,62.69,0.0744,4.02,Composite,0.0207,1999-09-27,Fragmented,Low,MEO
D4525,2010-08-23,6180.47,0.1x2.1x0.7,38737.13,119.83,0.0905,6.27,Polymer,0.0265,,Inactive,Medium,GEO
D4526,2010-10-22,934.59,1.2x4.6x1.5,36730.94,173.27,0.0637,4.3,Polymer,0.0973,2004-04-12,Active,High,GEO
D4527,1964-10-29,9376.84,2.8x1.9x1.8,9598.13,127.36,0.0147,2.18,Polymer,0.0109,,Fragmented,Medium,MEO
D4528,2002-10-06,5274.6,3.6x3.6x1.2,7319.38,148.24,0.0724,3.1,Polymer,0.019,1981-08-02,Active,Medium,MEO
D4529,2003-10-16,5903.46,2.3x0.6x2.9,30036.95,133.7,0.0415,4.78,Steel,0.0671,2013-04-12,Active,Medium,MEO
D4530,1989-09-05,8208.87,3.6x4.8x2.3,13429.59,110.96,0.0606,7.27,Steel,0.0156,1990-05-08,Fragmented,Medium,MEO
D4531,1985-06-14,7452.72,3.5x4.2x1.9,23512.37,163.55,0.0307,2.13,Polymer,0.0853,2018-11-17,Fragmented,Medium,MEO
D4532,2000-11-14,6162.07,3.9x0.7x4.3,16943.08,108.78,0.0091,4.53,Composite,0.0127,1999-11-27,Inactive,Medium,MEO
D4533,1977-07-15,1356.12,3.1x0.6x2.6,31761.86,76.85,0.0468,7.11,Aluminum,0.0069,,Active,Medium,MEO
D4534,1986-11-19,4626.69,4.9x3.9x4.5,14091.79,131.68,0.051,4.38,Aluminum,0.0811,1978-06-26,Inactive,Medium,MEO
D4535,2017-06-01,9684.15,0.7x1.0x2.4,8802.89,68.29,0.0091,5.69,Composite,0.0252,2009-10-17,Inactive,Low,MEO
D4536,1980-08-21,4128.52,1.7x2.8x2.7,36827.61,40.78,0.0672,5.4,Polymer,0.0718,,Fragmented,Medium,GEO
D4537,2003-07-29,4819.15,1.5x1.5x2.1,38742.14,14.63,0.08,4.36,Composite,0.0999,2042-04-25,Active,Low,GEO
D4538,1991-09-16,5768.6,4.5x3.9x1.7,34372.99,30.43,0.0713,3.93,Titanium,0.0925,,Active,Low,MEO
D4539,1981-07-13,9755.46,0.4x1.3x4.7,23045.85,175.14,0.0145,7.23,Titanium,0.0935,,Inactive,High,MEO
D4540,2021-11-28,3097.34,0.6x3.6x0.2,1895.89,172.45,0.0202,6.06,Steel,0.0989,1997-05-23,Active,High,LEO
D4541,1971-12-08,5843.01,3.2x5.0x2.6,19525.81,86.78,0.0872,3.62,Aluminum,0.0458,,Active,High,MEO
D4542,1990-08-11,5899.8,1.6x1.9x3.6,9983.69,14.8,0.0735,3.22,Polymer,0.0612,1973-02-27,Inactive,High,MEO
D4543,2003-11-28,3639.42,0.2x1.2x2.9,34281.37,30.85,0.078,7.4,Polymer,0.082,2033-02-16,Fragmented,High,MEO
D4544,1989-11-05,7498.71,2.0x2.3x3.4,25540.59,47.43,0.0464,6.83,Aluminum,0.0162,2016-02-17,Inactive,High,MEO
D4545,1972-02-08,3649.06,3.1x2.6x4.6,10500.75,43.07,0.0657,6.92,Steel,0.0419,2019-11-28,Fragmented,Low,MEO
D4546,1983-11-10,7090.95,3.4x4.5x2.5,32052.16,42.64,0.0745,2.25,Steel,0.0373,1975-07-22,Inactive,High,MEO
D4547,1993-09-09,8084.15,4.0x0.6x4.8,37638.29,160.64,0.0382,2.27,Aluminum,0.0434,1998-08-28,Active,Medium,GEO
D4548,1978-04-21,2299.36,4.9x2.2x2.0,4505.14,55.75,0.0822,4.08,Steel,0.072,1994-02-13,Active,High,MEO
D4549,1996-01-25,5354.57,2.9x1.1x1.9,35295.94,50.14,0.095,4.44,Polymer,0.0628,1958-03-31,Fragmented,High,MEO
D4550,1966-04-01,8298.87,3.3x1.7x1.7,5082.28,123.94,0.0251,5.03,Aluminum,0.0298,2040-07-26,Active,High,MEO
D4551,2020-05-29,9779.43,1.0x4.5x2.6,35909.75,126.93,0.0075,3.49,Polymer,0.0186,,Fragmented,High,GEO
D4552,1964-09-20,6609.24,1.6x4.9x4.2,30889.51,5.16,0.0501,6.43,Titanium,0.0169,1966-04-12,Active,High,MEO
D4553,1961-08-20,1541.53,2.9x1.2x0.9,20398.68,92.96,0.0615,6.37,Polymer,0.097,2030-04-09,Fragmented,Low,MEO
D4554,1985-07-20,907.6,3.4x0.1x4.9,15813.3,137.97,0.0111,3.54,Titanium,0.0658,1996-11-22,Fragmented,High,MEO
D4555,1983-09-28,7898.69,2.1x2.0x1.4,5296.85,131.22,0.0647,5.72,Composite,0.0412,1993-05-20,Active,Low,MEO
D4556,1991-07-25,4582.96,4.8x4.1x3.7,38320.55,142.48,0.0139,7.47,Polymer,0.0209,2043-03-02,Fragmented,Medium,GEO
D4557,2008-09-04,4677.54,0.2x0.5x3.4,31183.48,89.75,0.0251,4.45,Steel,0.0882,,Inactive,Low,MEO
D4558,1980-07-16,144.69,1.1x2.5x4.6,8096.2,40.79,0.0351,7.08,Polymer,0.0464,1991-11-08,Active,High,MEO
D4559,1985-01-31,2259.1,3.1x0.5x1.4,11167.81,158.38,0.0664,3.32,Composite,0.0174,1964-01-15,Inactive,High,MEO
D4560,1977-09-21,7559.03,3.5x0.7x2.9,5785.05,142.49,0.0311,7.22,Titanium,0.0656,2015-02-26,Inactive,High,MEO
D4561,1966-01-31,821.46,0.9x1.8x1.1,4688.39,53.7,0.0828,2.29,Steel,0.0355,2044-08-17,Inactive,Medium,MEO
D4562,2003-10-23,2339.72,4.7x4.4x0.8,18343.85,69.69,0.0821,3.67,Polymer,0.0668,1998-02-16,Inactive,Medium,MEO
D4563,2019-03-08,25.3,0.6x4.0x4.6,10425.44,154.2,0.0472,3.29,Steel,0.0632,2036-05-09,Fragmented,High,MEO
D4564,1960-01-09,8276.19,0.9x1.8x3.5,12996.6,129.45,0.0213,5.82,Steel,0.0598,2042-09-28,Fragmented,Medium,MEO
D4565,1988-12-30,5509.59,4.4x4.0x4.1,3941.11,107.16,0.0936,5.46,Aluminum,0.0428,1966-03-30,Inactive,Low,MEO
D4566,2014-06-24,1110.03,4.2x2.4x2.0,34563.43,61.33,0.0921,5.59,Polymer,0.0919,2017-03-08,Inactive,Low,MEO
D4567,1974-07-27,9131.1,1.6x4.0x4.0,6290.81,70.62,0.0676,7.76,Titanium,0.0064,1990-01-18,Fragmented,High,MEO
D4568,2018-11-07,6969.79,2.3x2.2x4.5,9482.54,165.22,0.0264,4.69,Titanium,0.0589,2050-08-07,Inactive,High,MEO
D4569,1965-07-05,4120.67,3.1x0.7x1.3,3304.01,84.3,0.0036,3.6,Titanium,0.0646,1958-03-04,Fragmented,Medium,MEO
D4570,1961-05-02,3950.02,2.8x4.2x2.0,19168.18,15.71,0.0143,2.06,Steel,0.0055,1969-04-08,Active,High,MEO
D4571,2004-05-10,2773.21,4.5x2.2x0.5,11258.49,154.81,0.0357,5.83,Polymer,0.0508,2050-05-15,Fragmented,Medium,MEO
D4572,2003-08-09,2935.19,0.7x1.9x3.5,18541.0,149.15,0.0522,7.34,Aluminum,0.0947,1999-04-04,Active,Medium,MEO
D4573,1979-04-09,9780.61,3.5x1.7x1.6,33792.45,1.91,0.077,7.45,Polymer,0.0396,2032-04-10,Active,High,MEO
D4574,1984-04-02,4150.37,2.3x4.3x0.4,23899.94,80.85,0.0204,4.43,Titanium,0.0415,1964-09-08,Fragmented,Low,MEO
D4575,1970-12-09,3805.26,3.6x2.1x3.4,5205.48,127.84,0.0112,6.34,Composite,0.0236,1964-08-18,Inactive,Low,MEO
D4576,1979-10-23,882.67,1.5x2.0x2.9,20636.97,88.74,0.058,6.81,Titanium,0.0418,,Inactive,High,MEO
D4577,1965-11-16,6326.3,3.3x2.6x3.6,35672.15,146.48,0.0249,2.98,Composite,0.0738,1983-04-11,Active,Low,MEO
D4578,1961-08-14,1787.24,2.6x4.4x3.5,28246.35,70.26,0.0643,2.02,Steel,0.0754,1965-02-02,Active,High,MEO
D4579,2017-07-12,2391.48,3.4x2.6x4.5,28923.98,141.24,0.0347,2.54,Polymer,0.0095,1995-03-06,Fragmented,Medium,MEO
D4580,2023-01-29,3865.07,0.6x3.7x0.1,23041.71,94.9,0.0773,3.4,Steel,0.0829,1979-03-17,Inactive,Low,MEO
D4581,2001-09-05,1744.19,3.1x4.0x3.8,6541.65,162.53,0.026,4.5,Titanium,0.096,2004-12-15,Active,High,MEO
D4582,1984-12-19,9746.83,3.9x2.1x0.7,28066.67,167.46,0.0146,3.45,Composite,0.0399,1991-08-06,Active,Low,MEO
D4583,1984-02-18,3719.67,3.1x1.2x0.1,13526.12,80.2,0.0617,5.27,Steel,0.0299,2001-01-03,Inactive,Medium,MEO
D4584,1997-04-07,5421.64,2.0x4.1x4.1,17295.07,173.18,0.0036,6.68,Titanium,0.0507,,Inactive,Medium,MEO
D4585,1993-07-13,4619.82,3.1x2.9x1.6,15147.11,154.56,0.0351,4.1,Polymer,0.0841,1986-05-04,Inactive,Medium,MEO
D4586,1976-02-06,6857.74,3.4x2.3x2.4,26131.4,157.77,0.0852,3.54,Titanium,0.0802,,Inactive,Medium,MEO
D4587,1982-01-07,6632.93,3.3x3.5x1.3,3188.77,144.86,0.091,6.61,Polymer,0.0116,2015-04-27,Inactive,Low,MEO
D4588,1969-09-06,2715.28,4.0x1.4x1.2,18423.4,140.87,0.0646,3.09,Titanium,0.0342,2005-11-10,Active,High,MEO
D4589,2002-01-17,4611.15,3.3x1.5x1.1,11145.95,96.65,0.0625,3.64,Titanium,0.0569,1961-06-13,Inactive,High,MEO
D4590,2016-07-02,4426.36,4.2x3.5x3.3,18000.21,130.09,0.098,6.73,Aluminum,0.0096,,Inactive,Medium,MEO
D4591,1969-11-28,5383.47,4.8x2.6x2.0,12867.21,164.88,0.053,4.46,Polymer,0.0492,,Fragmented,Medium,MEO
D4592,2011-03-30,7907.14,4.9x3.2x3.5,13110.0,125.03,0.0524,4.29,Polymer,0.0551,2034-04-21,Fragmented,Low,MEO
D4593,1969-06-23,4699.05,1.3x0.6x2.9,35370.46,10.88,0.0164,5.31,Polymer,0.0478,1979-03-20,Fragmented,Low,MEO
D4594,1978-05-18,9637.18,1.6x2.9x3.1,13847.88,77.74,0.0787,2.83,Titanium,0.0915,1978-08-03,Active,Low,MEO
D4595,1958-11-04,4123.96,2.1x4.6x2.9,8910.08,8.93,0.0521,7.49,Composite,0.0611,1964-08-18,Active,Low,MEO
D4596,1963-02-09,8328.64,4.2x0.2x4.5,37088.61,47.82,0.0838,5.14,Aluminum,0.0061,,Active,High,GEO
D4597,1968-12-01,7495.84,3.9x3.2x1.1,29307.43,99.06,0.063,7.85,Titanium,0.0757,1979-12-24,Inactive,High,MEO
D4598,2005-10-26,3424.94,0.6x4.4x3.1,30232.3,157.35,0.0772,3.91,Steel,0.0097,1984-11-21,Inactive,High,MEO
D4599,2005-09-20,3373.25,0.6x4.1x3.5,22001.88,17.57,0.0318,5.42,Composite,0.0487,2026-05-22,Active,High,MEO
D4600,1985-02-16,4571.92,2.4x4.4x3.7,35216.68,79.31,0.0772,2.5,Composite,0.0041,,Fragmented,High,MEO
D4601,1962-10-29,2191.16,4.2x0.8x4.2,25548.45,169.28,0.0205,7.66,Titanium,0.0281,2044-07-31,Active,Medium,MEO
D4602,1996-10-29,5150.68,3.7x0.1x4.0,12893.99,140.68,0.0986,5.79,Polymer,0.0309,1968-07-06,Fragmented,Low,MEO
D4603,2001-11-30,7023.77,2.4x2.2x0.7,28195.18,5.03,0.0542,5.91,Aluminum,0.0144,,Inactive,Low,MEO
D4604,2006-11-14,2505.02,4.7x1.7x2.7,15714.4,14.59,0.0558,6.06,Titanium,0.0146,1984-08-09,Inactive,High,MEO
D4605,1977-06-03,2112.67,2.9x0.1x2.2,14135.04,29.49,0.079,4.84,Steel,0.0602,1992-07-06,Inactive,Medium,MEO
D4606,2017-04-01,7224.04,1.4x1.7x2.0,13798.81,109.23,0.0561,2.35,Titanium,0.0128,,Fragmented,Low,MEO
